Date,Company,Stock,L_share,L_capital,M_capitalization,T_volume,T_value,L_turnover_ratio
2022-04-28,820,940,6.31E+07,1.22E+08,2.10E+09,899169,1.25E+07,1.43
2022-04-29,820,940,6.31E+07,1.22E+08,2.12E+09,975253,1.27E+07,1.55
2022-05-02,820,940,6.31E+07,1.22E+08,2.11E+09,873723,9075649,1.39
2022-05-03,820,940,6.31E+07,1.22E+08,2.11E+09,883403,9199338,1.4
2022-05-04,820,940,6.29E+07,1.22E+08,2.11E+09,1181020,9903934,1.88
2022-05-06,820,940,6.29E+07,1.22E+08,2.08E+09,1333936,1.06E+07,2.12
2022-05-10,820,940,6.29E+07,1.22E+08,2.04E+09,841463,1.08E+07,1.34
2022-05-11,820,940,6.29E+07,1.22E+08,2.04E+09,679510,8608259,1.08
2022-05-12,820,940,6.30E+07,1.22E+08,2.01E+09,900331,1.22E+07,1.43
2022-05-13,820,940,6.30E+07,1.22E+08,2.05E+09,788539,1.03E+07,1.25
2022-05-16,820,940,6.30E+07,1.22E+08,2.04E+09,780199,8528537,1.24
2022-05-17,820,940,6.30E+07,1.22E+08,2.06E+09,873519,9658877,1.39
2022-05-18,820,940,6.30E+07,1.22E+08,2.07E+09,870268,1.00E+07,1.38
2022-05-19,820,940,6.30E+07,1.22E+08,2.04E+09,677595,9883990,1.08
2022-05-20,820,940,6.30E+07,1.22E+08,2.08E+09,755653,9634339,1.2
2022-05-23,820,940,6.30E+07,1.22E+08,2.08E+09,644205,7815204,1.02
2022-05-24,820,940,6.22E+07,1.22E+08,2.05E+09,851236,8703526,1.37
2022-05-25,820,940,6.22E+07,1.22E+08,2.06E+09,712611,8353419,1.15
2022-05-26,820,940,6.22E+07,1.22E+08,2.06E+09,595849,8613524,0.96
2022-05-27,820,940,6.22E+07,1.22E+08,2.08E+09,590814,8028159,0.95
2022-05-30,820,940,6.22E+07,1.22E+08,2.10E+09,469798,7473952,0.76
2022-05-31,821,941,6.22E+07,1.22E+08,2.11E+09,671679,1.40E+07,1.08
2022-06-02,821,941,6.22E+07,1.22E+08,2.09E+09,525259,7860485,0.84
2022-06-03,821,941,6.22E+07,1.22E+08,2.10E+09,562470,7566758,0.9
2022-06-07,821,941,6.22E+07,1.22E+08,2.07E+09,524710,8948924,0.84
2022-06-08,821,941,6.22E+07,1.22E+08,2.07E+09,576390,7964335,0.93
2022-06-09,821,941,6.22E+07,1.22E+08,2.07E+09,814883,1.09E+07,1.31
2022-06-10,821,941,6.22E+07,1.22E+08,2.04E+09,724090,8285964,1.16
2022-06-13,821,941,6.22E+07,1.22E+08,1.97E+09,660309,1.03E+07,1.06
2022-06-14,821,941,6.22E+07,1.22E+08,1.96E+09,671757,9992820,1.08
2022-06-15,821,941,6.22E+07,1.22E+08,1.93E+09,714143,9936928,1.15
2022-06-16,821,941,6.22E+07,1.22E+08,1.93E+09,584041,9588187,0.94
2022-06-17,821,941,6.22E+07,1.22E+08,1.92E+09,634897,1.12E+07,1.02
2022-06-20,821,941,6.22E+07,1.22E+08,1.88E+09,592702,9092289,0.95
2022-06-21,821,941,6.22E+07,1.22E+08,1.89E+09,479678,7440755,0.77
2022-06-22,821,941,6.22E+07,1.22E+08,1.84E+09,532139,8690134,0.86
2022-06-23,821,941,6.22E+07,1.22E+08,1.82E+09,749661,1.02E+07,1.2
2022-06-24,821,941,6.22E+07,1.22E+08,1.86E+09,654446,8469156,1.05
2022-06-27,821,941,6.22E+07,1.22E+08,1.89E+09,510587,7656358,0.82
2022-06-28,821,941,6.22E+07,1.22E+08,1.91E+09,564986,7193434,0.91
2022-06-29,821,941,6.22E+07,1.22E+08,1.87E+09,422127,7965810,0.68
2022-06-30,821,941,6.22E+07,1.22E+08,1.84E+09,515396,8923481,0.83
2022-07-01,821,941,6.22E+07,1.22E+08,1.81E+09,530346,8687669,0.85
2022-07-04,821,941,6.22E+07,1.22E+08,1.81E+09,467960,7339365,0.75
2022-07-05,821,941,6.22E+07,1.22E+08,1.84E+09,323905,6890579,0.52
2022-07-06,821,941,6.22E+07,1.22E+08,1.80E+09,410732,8919472,0.66
2022-07-07,821,941,6.22E+07,1.22E+08,1.84E+09,340173,7652636,0.55
2022-07-08,821,941,6.23E+07,1.22E+08,1.85E+09,411425,7008118,0.66
2022-07-11,821,941,6.23E+07,1.22E+08,1.84E+09,377108,6301234,0.61
2022-07-12,821,941,6.23E+07,1.22E+08,1.82E+09,379308,6369258,0.61
2022-07-13,821,941,6.23E+07,1.22E+08,1.83E+09,308806,5998501,0.5
2022-07-14,821,941,6.23E+07,1.22E+08,1.83E+09,349138,6539857,0.56
2022-07-15,821,938,6.23E+07,1.22E+08,1.84E+09,319675,7383211,0.51
2022-07-18,821,938,6.23E+07,1.22E+08,1.87E+09,324357,7104661,0.52
2022-07-19,821,938,6.24E+07,1.22E+08,1.87E+09,339378,6556191,0.54
2022-07-20,820,937,6.24E+07,1.22E+08,1.88E+09,333329,7434804,0.53
2022-07-21,820,937,6.24E+07,1.22E+08,1.90E+09,295624,6309071,0.47
2022-07-22,820,937,6.24E+07,1.22E+08,1.89E+09,381597,6973851,0.61
2022-07-25,820,937,6.24E+07,1.22E+08,1.89E+09,323091,5959859,0.52
2022-07-26,820,937,6.24E+07,1.22E+08,1.90E+09,415671,6240741,0.67
2022-07-27,820,937,6.24E+07,1.22E+08,1.90E+09,333588,7049803,0.53
2022-07-28,820,937,6.24E+07,1.22E+08,1.92E+09,491073,9196435,0.79
2022-07-29,820,937,6.24E+07,1.22E+08,1.93E+09,499369,1.03E+07,0.8
2022-08-01,821,938,6.24E+07,1.22E+08,1.93E+09,487160,7509598,0.78
2022-08-02,821,938,6.24E+07,1.22E+08,1.92E+09,549924,7266264,0.88
2022-08-03,821,938,6.24E+07,1.22E+08,1.94E+09,475302,6751539,0.76
2022-08-04,821,938,6.24E+07,1.22E+08,1.95E+09,399965,7506315,0.64
2022-08-05,821,938,6.30E+07,1.23E+08,1.96E+09,409776,7561092,0.65
2022-08-08,821,938,6.30E+07,1.23E+08,1.96E+09,418234,7613758,0.66
2022-08-09,821,938,6.30E+07,1.23E+08,1.97E+09,454364,8940803,0.72
2022-08-10,821,938,6.28E+07,1.23E+08,1.95E+09,479467,9029482,0.76
2022-08-11,821,938,6.29E+07,1.23E+08,1.99E+09,505246,9710840,0.8
2022-08-12,821,938,6.29E+07,1.23E+08,1.99E+09,445547,8028577,0.71
2022-08-16,821,938,6.29E+07,1.23E+08,2.00E+09,398335,8064107,0.63
2022-08-17,821,938,6.29E+07,1.23E+08,1.98E+09,418053,7153680,0.66
2022-08-18,821,938,6.29E+07,1.23E+08,1.98E+09,381628,7105985,0.61
2022-08-19,821,938,6.29E+07,1.23E+08,1.96E+09,459835,7138648,0.73
2022-08-22,822,939,6.29E+07,1.23E+08,1.94E+09,422552,6108019,0.67
2022-08-23,822,939,6.29E+07,1.23E+08,1.92E+09,471166,7560708,0.75
2022-08-24,822,939,6.29E+07,1.23E+08,1.93E+09,423502,8119784,0.67
2022-08-25,822,939,6.29E+07,1.23E+08,1.95E+09,426230,7286329,0.68
2022-08-26,822,939,6.30E+07,1.23E+08,1.96E+09,520091,8628665,0.83
2022-08-29,822,939,6.30E+07,1.23E+08,1.91E+09,448746,7891467,0.71
2022-08-30,822,939,6.30E+07,1.23E+08,1.93E+09,336555,6826615,0.53
2022-08-31,822,939,6.30E+07,1.23E+08,1.95E+09,436247,9562592,0.69
2022-09-01,822,939,6.30E+07,1.23E+08,1.90E+09,580021,8452318,0.92
2022-09-02,822,939,6.30E+07,1.23E+08,1.90E+09,391599,7214620,0.62
2022-09-05,822,939,6.30E+07,1.23E+08,1.89E+09,354738,6277834,0.56
2022-09-06,822,939,6.30E+07,1.23E+08,1.90E+09,294224,5476236,0.47
2022-09-07,822,939,6.30E+07,1.23E+08,1.87E+09,378200,7530890,0.6
2022-09-08,822,939,6.30E+07,1.23E+08,1.88E+09,423621,9208735,0.67
2022-09-13,822,939,6.30E+07,1.23E+08,1.93E+09,367103,9165153,0.58
2022-09-14,822,939,6.30E+07,1.23E+08,1.90E+09,461508,7625505,0.73
2022-09-15,822,939,6.30E+07,1.23E+08,1.89E+09,424111,7432764,0.67
2022-09-16,822,939,6.30E+07,1.23E+08,1.88E+09,440799,8690464,0.7
2022-09-19,822,939,6.30E+07,1.23E+08,1.86E+09,403937,6885919,0.64
2022-09-20,822,939,6.30E+07,1.23E+08,1.87E+09,419340,7013236,0.67
2022-09-21,822,939,6.30E+07,1.23E+08,1.85E+09,378165,6269073,0.6
2022-09-22,822,939,6.30E+07,1.23E+08,1.84E+09,446820,7413267,0.71
2022-09-23,822,939,6.30E+07,1.23E+08,1.80E+09,446461,7416796,0.71
2022-09-26,822,939,6.30E+07,1.23E+08,1.75E+09,621995,9461818,0.99
2022-09-27,822,939,6.30E+07,1.23E+08,1.75E+09,487940,8005557,0.77
2022-09-28,822,939,6.30E+07,1.23E+08,1.71E+09,596136,9208350,0.95
2022-09-29,822,939,6.30E+07,1.23E+08,1.71E+09,508501,7240707,0.81
2022-09-30,822,939,6.31E+07,1.23E+08,1.70E+09,950270,7923751,1.51
2022-10-04,822,939,6.31E+07,1.23E+08,1.74E+09,421003,7500281,0.67
2022-10-05,822,939,6.31E+07,1.23E+08,1.75E+09,855790,9509080,1.36
2022-10-06,823,940,6.32E+07,1.23E+08,1.77E+09,643016,6850065,1.02
2022-10-07,823,940,6.33E+07,1.23E+08,1.76E+09,428683,7831444,0.68
2022-10-11,823,940,6.33E+07,1.23E+08,1.73E+09,859509,7867859,1.36
2022-10-12,823,940,6.33E+07,1.23E+08,1.74E+09,658348,7409131,1.04
2022-10-13,823,940,6.33E+07,1.23E+08,1.71E+09,792452,7169779,1.25
2022-10-14,823,940,6.33E+07,1.23E+08,1.75E+09,513524,7161818,0.81
2022-10-17,823,940,6.32E+07,1.23E+08,1.75E+09,498781,6526810,0.79
2022-10-18,823,940,6.32E+07,1.23E+08,1.78E+09,580892,7249919,0.92
2022-10-19,823,940,6.32E+07,1.23E+08,1.77E+09,895161,7738879,1.42
2022-10-20,823,940,6.32E+07,1.23E+08,1.75E+09,1108103,8325030,1.75
2022-10-21,823,940,6.32E+07,1.23E+08,1.75E+09,637486,6228174,1.01
2022-10-24,823,940,6.32E+07,1.23E+08,1.77E+09,444820,6846985,0.7
2022-10-25,823,940,6.32E+07,1.23E+08,1.77E+09,456770,7030017,0.72
2022-10-26,823,940,6.32E+07,1.23E+08,1.78E+09,563442,7492743,0.89
2022-10-27,823,940,6.32E+07,1.23E+08,1.81E+09,587872,8435337,0.93
2022-10-28,823,940,6.32E+07,1.23E+08,1.79E+09,427245,8289371,0.68
2022-10-31,823,940,6.32E+07,1.23E+08,1.81E+09,401400,8679296,0.63
2022-11-01,823,940,6.32E+07,1.23E+08,1.84E+09,597206,9476615,0.94
2022-11-02,823,940,6.32E+07,1.23E+08,1.84E+09,450635,9568101,0.71
2022-11-03,824,941,6.33E+07,1.23E+08,1.84E+09,550428,9273251,0.87
2022-11-04,824,941,6.33E+07,1.23E+08,1.85E+09,436430,7927339,0.69
2022-11-07,824,941,6.33E+07,1.23E+08,1.87E+09,392509,8059881,0.62
2022-11-08,824,941,6.33E+07,1.23E+08,1.89E+09,500088,8601453,0.79
2022-11-09,824,941,6.33E+07,1.23E+08,1.92E+09,680722,9342672,1.08
2022-11-10,824,941,6.33E+07,1.23E+08,1.90E+09,899127,9344425,1.42
2022-11-11,824,941,6.33E+07,1.23E+08,1.96E+09,758248,1.39E+07,1.2
2022-11-14,824,941,6.33E+07,1.23E+08,1.95E+09,731166,1.12E+07,1.15
2022-11-15,824,941,6.33E+07,1.23E+08,1.96E+09,617401,9308852,0.98
2022-11-16,824,941,6.33E+07,1.23E+08,1.96E+09,657834,9880428,1.04
2022-11-17,824,941,6.33E+07,1.23E+08,1.93E+09,914519,8556989,1.44
2022-11-18,824,941,6.33E+07,1.23E+08,1.93E+09,589586,7444437,0.93
2022-11-21,824,941,6.33E+07,1.23E+08,1.91E+09,544529,7049427,0.86
2022-11-22,824,941,6.33E+07,1.23E+08,1.90E+09,539169,7253676,0.85
2022-11-23,824,941,6.33E+07,1.23E+08,1.91E+09,474789,7477108,0.75
2022-11-24,824,941,6.34E+07,1.23E+08,1.93E+09,481185,6849559,0.76
2022-11-25,824,941,6.34E+07,1.23E+08,1.93E+09,438394,6347579,0.69
2022-11-28,825,942,6.34E+07,1.23E+08,1.90E+09,350497,6462501,0.55
2022-11-29,825,942,6.34E+07,1.23E+08,1.92E+09,550175,6533346,0.87
2022-11-30,825,942,6.34E+07,1.23E+08,1.95E+09,594127,1.25E+07,0.94
2022-12-01,825,942,6.34E+07,1.23E+08,1.96E+09,491383,8850099,0.77
2022-12-02,825,942,6.33E+07,1.23E+08,1.92E+09,468847,7328393,0.74
2022-12-05,825,942,6.33E+07,1.23E+08,1.91E+09,385586,7717406,0.61
2022-12-06,825,942,6.33E+07,1.23E+08,1.89E+09,368636,6477022,0.58
2022-12-07,825,942,6.33E+07,1.23E+08,1.88E+09,332587,6080662,0.53
2022-12-08,825,942,6.33E+07,1.23E+08,1.87E+09,351939,7552997,0.56
2022-12-09,825,942,6.33E+07,1.23E+08,1.89E+09,315674,7220198,0.5
2022-12-12,825,942,6.34E+07,1.23E+08,1.88E+09,499225,5822260,0.79
2022-12-13,825,942,6.34E+07,1.23E+08,1.87E+09,447565,6659361,0.71
2022-12-14,825,942,6.34E+07,1.23E+08,1.90E+09,409799,5724107,0.65
2022-12-15,825,942,6.33E+07,1.23E+08,1.87E+09,375386,6134217,0.59
2022-12-16,825,942,6.34E+07,1.23E+08,1.87E+09,414172,7206180,0.65
2022-12-19,825,942,6.33E+07,1.23E+08,1.86E+09,323987,5018052,0.51
2022-12-20,825,942,6.33E+07,1.23E+08,1.84E+09,358771,5335838,0.57
2022-12-21,825,942,6.33E+07,1.23E+08,1.84E+09,329724,5102490,0.52
2022-12-22,826,943,6.34E+07,1.23E+08,1.86E+09,553053,9460859,0.87
2022-12-23,826,943,6.34E+07,1.23E+08,1.83E+09,366989,5935798,0.58
2022-12-26,826,943,6.34E+07,1.23E+08,1.83E+09,427845,5205750,0.67
2022-12-27,826,943,6.35E+07,1.23E+08,1.84E+09,448499,7126994,0.71
2022-12-28,826,943,6.35E+07,1.23E+08,1.80E+09,405894,7566893,0.64
2022-12-29,826,943,6.35E+07,1.23E+08,1.77E+09,361194,6036542,0.57
